timestamp,facility_id,flow_rate_lps,temperature_c,ph,turbidity_ntu,conductivity_us_cm,dissolved_oxygen_mg_l,orp_mv,ammonia_mg_l,uv254_abs,sensor_status,event_type
2026-05-01 00:00:00,demo-food-processing-plant,42.76179269938608,24.70424556167405,7.5831629795877245,47.71415231840383,1253.2987707888299,6.175771093920127,145.89051289454002,19.22714312303693,0.3703784504896197,ok,normal
2026-05-01 00:05:00,demo-food-processing-plant,39.55274392964069,25.428955045529435,7.329989702312348,54.237621061590076,1213.397632456127,5.9260105542966,162.12133240852472,16.743174342225977,0.4276827627211237,ok,normal
2026-05-01 00:10:00,demo-food-processing-plant,44.1814637010735,23.620196036925776,7.298181028353766,41.99099198958736,1227.4849325423722,5.562195183697624,173.8966243125318,19.850247525726584,0.4615049457000019,ok,normal
2026-05-01 00:15:00,demo-food-processing-plant,44.809233695589036,22.66262059730426,7.551415168333414,43.60699235418531,1285.4602218527066,5.479209172412552,159.87572416299363,14.211740552126047,0.4004411924145121,ok,normal
2026-05-01 00:20:00,demo-food-processing-plant,37.73250222759902,24.573767140178347,7.527489383673871,53.8658643867062,1278.825793770382,5.36613622066498,170.315559514192,16.585168296201825,0.4553811933646585,ok,normal
2026-05-01 00:25:00,demo-food-processing-plant,39.50661935680795,23.952789434462208,7.412628814892489,55.31868325068957,1296.2484546055164,5.464710495487345,170.66279562548382,18.862095313471098,0.4708916545910373,ok,normal
2026-05-01 00:30:00,demo-food-processing-plant,43.23328435345858,24.156170099675865,7.463138133264976,54.42512982201359,1245.2672553523478,5.631554843776105,180.78285121350382,19.51902829523435,0.42649556489128376,ok,normal
2026-05-01 00:35:00,demo-food-processing-plant,42.27425722247046,24.749188976964643,7.470556376075641,42.24178987378066,1307.5736893085023,5.926472151163037,188.92464297338506,18.54098833670187,0.4450610652028158,ok,normal
2026-05-01 00:40:00,demo-food-processing-plant,43.17353434990779,23.98218241147338,7.4543490387162175,66.05085311631287,1264.5375475793255,5.594694601780223,165.84704813545886,18.98393553460184,0.5111897044093251,ok,normal
2026-05-01 00:45:00,demo-food-processing-plant,41.233022435178945,24.17509906695732,7.345054217426394,48.33351921289325,1252.8202312299406,5.921537060673335,189.58753714380947,18.410460958077827,0.4274605883650737,ok,normal
2026-05-01 00:50:00,demo-food-processing-plant,45.71357223472379,24.35278361432694,7.255552528871226,52.25542971653005,1217.8690526515704,5.847250747642128,181.1602533216884,17.211863328776417,0.48262199940146827,ok,normal
2026-05-01 00:55:00,demo-food-processing-plant,45.608281084855584,25.65117493504036,7.39184337849567,49.80625101446461,1174.9677838826105,6.189395041622229,171.23645588839588,21.351741473785122,0.4159555276429733,ok,normal
2026-05-01 01:00:00,demo-food-processing-plant,43.97681005962069,24.541693773495904,7.609997114185306,65.38237562932227,1200.3287763044464,5.20394310010938,165.66124687442826,22.62837605206003,0.5124893904384574,ok,normal
2026-05-01 01:05:00,demo-food-processing-plant,46.77690611563703,23.571119163410017,7.6183903337258805,60.3268108725529,1282.0821221035287,5.7976065191230495,160.14271645232662,17.873021481372785,0.46593481110871526,ok,normal
2026-05-01 01:10:00,demo-food-processing-plant,45.27371395216003,23.644708814095655,7.454229492716683,55.16759926815155,1233.2180679403277,5.88925805492318,156.67685672757554,15.061844521951187,0.43928000578240467,ok,normal
2026-05-01 01:15:00,demo-food-processing-plant,42.10184509991404,24.754262867934003,7.403722728523897,54.95245927742319,1201.6783030080558,5.495184642128012,176.66824719089865,17.412690879787785,0.5198727502866907,ok,normal
2026-05-01 01:20:00,demo-food-processing-plant,45.316017963485926,23.780497886098555,7.507754733409768,59.49776083772339,1258.4897208846692,5.862486442577925,150.364924537172,18.217113690531598,0.49114158613730147,ok,normal
2026-05-01 01:25:00,demo-food-processing-plant,42.139859765913414,23.475033287028076,7.525728005208288,51.14505457549179,1291.585144711832,5.972531929538867,171.94907975996117,12.475040419047506,0.4782702510044523,ok,normal
2026-05-01 01:30:00,demo-food-processing-plant,46.87490977982381,25.273795657477386,7.543728419634798,61.11127073652846,1299.2927991438935,5.689183984085178,139.64598108124835,21.34618682743455,0.4814484181606174,ok,normal
2026-05-01 01:35:00,demo-food-processing-plant,44.69441205154553,25.35309210201239,7.298524377837677,55.73559787417736,1280.9205774727204,5.19233567829135,171.83682992908413,16.404278560906526,0.4472165651128982,ok,normal
2026-05-01 01:40:00,demo-food-processing-plant,44.49617192332175,24.55072729636632,7.758275060141188,62.344017709087396,1281.0707059975894,5.918753806821653,157.63545843921355,15.933050497134332,0.4214595102135895,ok,normal
2026-05-01 01:45:00,demo-food-processing-plant,43.39369697052316,25.11950481335937,7.601170145998242,62.33722197110993,1261.1546665251874,5.734601728859079,173.182331665444,17.151109025335135,0.4914240385990248,ok,normal
2026-05-01 01:50:00,demo-food-processing-plant,48.288593639330315,25.07399454182647,7.499608057009586,56.05581642219336,1315.4656487465506,5.891889875556323,168.0912707491191,16.818128415242114,0.4327651017198335,ok,normal
2026-05-01 01:55:00,demo-food-processing-plant,44.98059767726371,25.443913046614043,7.462768981816979,47.49361857406086,1280.5224454841784,5.0974341208586464,175.22344692470475,18.141700588434173,0.44233620866774204,ok,normal
2026-05-01 02:00:00,demo-food-processing-plant,44.429180444592234,25.48379992315184,7.603984455526369,58.51904856934284,1286.5650459287056,5.613777860030958,169.66292691649144,19.97413996237239,0.45175935973383646,ok,normal
2026-05-01 02:05:00,demo-food-processing-plant,44.75107893090308,22.952915646299264,7.569324883742894,51.49089428527028,1338.204897164572,5.514741550858157,166.61890959296815,21.18887143267026,0.4676605012453412,ok,normal
2026-05-01 02:10:00,demo-food-processing-plant,47.09187022231114,24.882200049907734,7.541696701129467,60.84480419882846,1328.619472974895,6.028149008852873,160.60997831269307,19.9763395210267,0.5448424716622037,ok,normal
2026-05-01 02:15:00,demo-food-processing-plant,46.80260179204741,25.52546381658171,7.575559328946166,59.016271128916095,1286.1266826310443,5.461451895687902,161.89518967548665,15.643056684149201,0.5567153488324968,ok,normal
2026-05-01 02:20:00,demo-food-processing-plant,47.04686658344729,24.81878759987088,7.534376540749793,57.20779508423117,1281.1685697608316,6.140076269368136,168.4525152145676,17.72740464736206,0.48684542997517055,ok,normal
